sample	date	File Name	Genotype	Genotype List Used, >=98.0%	Genotype Sample Title List	Genotype Percent Match List	Genotype Mismatch List	Genotype Average Depth of Coverage List
SRR33319051	2025-05-09_10-52-52	SRR33319051.fa	D1.1	NP:am13, NS:ea3, PB2:am24, PB1:ea3, HA:ea3, NA:am4N1, MP:ea3, PA:am4	am13:24-030039-001:NP, ea3:22-013001-001:NS, am24:24-030039-001:PB2, ea3:22-013001-001:PB1, ea3:22-013001-001:HA, am4N1:24-030039-001:NA, ea3:22-013001-001:MP, am4:24-030039-001:PA	99.67%, 98.93%, 99.52%, 99.21%, 99.47%, 99.47%, 99.90%, 99.67%	5, 9, 11, 18, 9, 6, 1, 7	Ran on FASTA - No Coverage Report
SRR33319052	2025-05-09_10-51-17	SRR33319052.fa	D1.1	PB2:am24, NA:am4N1, PB1:ea3, PA:am4, NP:am13, MP:ea3, HA:ea3, NS:ea3	am24:24-030039-001:PB2, am4N1:24-030039-001:NA, ea3:22-013001-001:PB1, am4:24-030039-001:PA, am13:24-030039-001:NP, ea3:22-013001-001:MP, ea3:22-013001-001:HA, ea3:22-013001-001:NS	99.29%, 99.42%, 98.64%, 100.00%, 99.87%, 99.90%, 98.67%, 98.93%	7, 6, 6, 0, 2, 1, 22, 9	Ran on FASTA - No Coverage Report
SRR33319053	2025-05-09_10-52-52	SRR33319053.fa	A3	PB2:ea3, NP:ea3, PA:ea3, HA:ea3, PB1:ea3, NS:ea3, NA:ea3, MP:ea3	ea3:22-013001-001:PB2, ea3:22-013001-001:NP, ea3:22-013001-001:PA, ea3:22-013001-001:HA, ea3:22-013001-001:PB1, ea3:22-013001-001:NS, ea3:22-013001-001:NA, ea3:22-013001-001:MP	99.74%, 99.60%, 99.49%, 99.47%, 99.60%, 99.40%, 98.94%, 99.69%	2, 6, 11, 9, 9, 5, 15, 3	Ran on FASTA - No Coverage Report
SRR33319054	2025-05-09_10-52-52	SRR33319054.fa	D1.1	PB1:ea3, NS:ea3, HA:ea3, PA:am4, MP:ea3, NP:am13, NA:am4N1, PB2:am24	ea3:22-013001-001:PB1, ea3:22-013001-001:NS, ea3:22-013001-001:HA, am4:24-030039-001:PA, ea3:22-013001-001:MP, am13:24-030039-001:NP, am4N1:24-030039-001:NA, am24:24-030039-001:PB2	99.30%, 99.17%, 99.47%, 99.26%, 99.80%, 99.87%, 98.85%, 99.83%	16, 7, 9, 16, 2, 2, 13, 4	Ran on FASTA - No Coverage Report
SRR33319055	2025-05-09_10-52-07	SRR33319055.fa	D1.1	NP:am13, NA:am4N1, NS:ea3, PA:am4, HA:ea3, MP:ea3, PB2:am24, PB1:ea3	am13:24-030039-001:NP, am4N1:24-030039-001:NA, ea3:22-013001-001:NS, am4:24-030039-001:PA, ea3:22-013001-001:HA, ea3:22-013001-001:MP, am24:24-030039-001:PB2, ea3:22-013001-001:PB1	99.87%, 99.47%, 99.17%, 99.77%, 99.41%, 99.90%, 99.69%, 99.21%	2, 6, 7, 5, 10, 1, 7, 18	Ran on FASTA - No Coverage Report
SRR33319056	2025-05-09_10-50-36	SRR33319056.fa	D1.1	PA:am4, NS:ea3, PB1:ea3, NA:am4N1, PB2:am24, MP:ea3, NP:am13, HA:ea3	am4:24-030039-001:PA, ea3:22-013001-001:NS, ea3:22-013001-001:PB1, am4N1:24-030039-001:NA, am24:24-030039-001:PB2, ea3:22-013001-001:MP, am13:24-030039-001:NP, ea3:22-013001-001:HA	99.67%, 99.17%, 99.12%, 99.38%, 99.61%, 99.59%, 99.93%, 99.35%	7, 7, 20, 7, 9, 4, 1, 11	Ran on FASTA - No Coverage Report
SRR33319057	2025-05-09_10-47-19	SRR33319057.fa	D1.1	PB2:am24, HA:ea3, MP:ea3, NS:ea3, PB1:ea3, NA:am4N1, PA:am4, NP:am13	am24:24-030039-001:PB2, ea3:22-013001-001:HA, ea3:22-013001-001:MP, ea3:22-013001-001:NS, ea3:22-013001-001:PB1, am4N1:24-030039-001:NA, am4:24-030039-001:PA, am13:24-030039-001:NP	99.69%, 99.35%, 99.90%, 99.05%, 99.21%, 98.85%, 99.53%, 99.73%	7, 11, 1, 8, 18, 12, 10, 4	Ran on FASTA - No Coverage Report
SRR33319058	2025-05-09_10-52-16	SRR33319058.fa	D1.1	NA:am4N1, MP:ea3, NS:ea3, HA:ea3, PA:am4, PB2:am24, NP:am13, PB1:ea3	am4N1:24-030039-001:NA, ea3:22-013001-001:MP, ea3:22-013001-001:NS, ea3:22-013001-001:HA, am4:24-030039-001:PA, am24:24-030039-001:PB2, am13:24-030039-001:NP, ea3:22-013001-001:PB1	99.47%, 99.80%, 98.57%, 99.53%, 98.65%, 99.78%, 99.53%, 99.34%	6, 2, 12, 8, 29, 5, 7, 15	Ran on FASTA - No Coverage Report
SRR33319059	2025-05-09_10-49-11	SRR33319059.fa	D1.1	NS:ea3, PB2:am24, PA:am4, HA:ea3, NP:am13, PB1:ea3, NA:am4N1, MP:ea3	ea3:22-013001-001:NS, am24:24-030039-001:PB2, am4:24-030039-001:PA, ea3:22-013001-001:HA, am13:24-030039-001:NP, ea3:22-013001-001:PB1, am4N1:24-030039-001:NA, ea3:22-013001-001:MP	99.17%, 99.69%, 99.40%, 99.30%, 99.47%, 99.34%, 99.47%, 99.59%	7, 7, 13, 12, 8, 15, 6, 4	Ran on FASTA - No Coverage Report
SRR33319060	2025-05-09_10-52-52	SRR33319060.fa	Not assigned: No Matching Genotypes	NP:am13, HA:ea3, PB2:am24, NA:am4N1, NS:ea3, PA:am4, PB1:ea5, MP:ea3	am13:24-030039-001:NP, ea3:22-013001-001:HA, am24:24-030039-001:PB2, am4N1:24-030039-001:NA, ea3:22-013001-001:NS, am4:24-030039-001:PA, ea5:23-001397-012:PB1, ea3:22-013001-001:MP	99.73%, 99.59%, 100.00%, 98.85%, 98.57%, 100.00%, 99.15%, 99.90%	4, 7, 0, 12, 12, 0, 1, 1	Ran on FASTA - No Coverage Report
SRR33319061	2025-05-09_10-52-41	SRR33319061.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file	PA:am1, NS:am1.2	am3.2:23-003434-002:PB2, am1:22-008890-001:PA, am7:22-039089-005:NP, am1.2:22-010668-001:NS, ea6:23-004612-001:HA, am1:24-032138-001:MP, am7:22-033918-001:PB1	94.47%, 98.14%, 95.72%, 99.05%, 81.06%, 97.05%, 93.05%	126, 23, 64, 8, 64, 29, 158	Ran on FASTA - No Coverage Report
SRR33319062	2025-05-09_10-51-51	SRR33319062.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file	PA:am1, PB2:am3.2, PB1:am17, NS:am1.2	am7:22-039089-005:NP, ea5:23-001397-012:HA, am1:22-008890-001:PA, am3.2:23-003434-002:PB2, am17:23-038137-001:PB1, am1.2:22-010668-001:NS, am1:24-032138-001:MP	95.72%, 83.78%, 98.31%, 99.08%, 98.59%, 99.05%, 97.96%	64, 109, 21, 21, 32, 8, 20	Ran on FASTA - No Coverage Report
SRR33319063	2025-05-09_10-48-15	SRR33319063.fa	D1.1	HA:ea3, PB2:am24, PB1:ea3, NA:am4N1, NP:am13, NS:ea3, MP:ea3, PA:am4	ea3:22-013001-001:HA, am24:24-030039-001:PB2, ea3:22-013001-001:PB1, am4N1:24-030039-001:NA, am13:24-030039-001:NP, ea3:22-013001-001:NS, ea3:22-013001-001:MP, am4:24-030039-001:PA	99.53%, 99.74%, 99.38%, 99.52%, 99.67%, 98.93%, 99.80%, 98.56%	8, 6, 14, 5, 5, 9, 2, 31	Ran on FASTA - No Coverage Report
SRR33319064	2025-05-09_10-48-46	SRR33319064.fa	Not assigned: Only 3 segments >98.0% match found of total 8 segments in input file	PB2:am3.2, NS:am1.2, PA:am1	am3.2:23-003434-002:PB2, am7:22-039089-005:NP, am17:23-038137-001:PB1, am1.2:22-010668-001:NS, am1:24-032138-001:MP, am1:22-008890-001:PA, ea5:23-001397-012:HA	99.08%, 95.72%, 97.71%, 99.05%, 96.13%, 98.30%, 83.16%	21, 64, 52, 8, 38, 21, 110	Ran on FASTA - No Coverage Report
SRR33319065	2025-05-09_10-52-52	SRR33319065.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file	PA:am1, PB1:am17, PB2:am3.2, NS:am1.2	am7:22-039089-005:NP, am1:22-008890-001:PA, am17:23-038137-001:PB1, ea5:23-001397-012:HA, am3.2:23-003434-002:PB2, am1:24-032138-001:MP, am1.2:22-010668-001:NS	95.72%, 98.31%, 98.59%, 83.46%, 99.08%, 97.96%, 99.05%	64, 21, 32, 109, 21, 20, 8	Ran on FASTA - No Coverage Report
SRR33319066	2025-05-09_10-52-52	SRR33319066.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file	NS:am1.2	am1.2:22-010668-001:NS, ea5:23-001397-012:HA, am8:24-036222-001:PA, am21:24-032138-001:PB1, am1:24-032138-001:MP, am1.1:22-009287-001:PB2, am1.3:22-010445-001:NP	99.05%, 85.45%, 97.09%, 94.33%, 97.76%, 94.74%, 94.12%	8, 95, 34, 129, 22, 120, 88	Ran on FASTA - No Coverage Report
SRR33319067	2025-05-09_10-47-13	SRR33319067.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file	PA:am1, PB1:am17, NS:am1.2, PB2:am3.2	am1:24-032138-001:MP, am1:22-008890-001:PA, am17:23-038137-001:PB1, am1.2:22-010668-001:NS, am3.2:23-003434-002:PB2, am7:22-039089-005:NP, ea6:23-004612-001:HA	97.96%, 98.30%, 98.59%, 99.05%, 99.03%, 95.72%, 82.29%	20, 21, 32, 8, 22, 64, 62	Ran on FASTA - No Coverage Report
SRR33319068	2025-05-09_10-52-52	SRR33319068.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file	PB2:am3.2, PB1:am17, PA:am1, NS:am1.2	am3.2:23-003434-002:PB2, ea5:23-001397-012:HA, am7:22-039089-005:NP, am17:23-038137-001:PB1, am1:22-008890-001:PA, am1:24-032138-001:MP, am1.2:22-010668-001:NS	99.08%, 79.88%, 95.72%, 98.59%, 98.30%, 96.84%, 99.05%	21, 68, 64, 32, 21, 31, 8	Ran on FASTA - No Coverage Report
SRR33319069	2025-05-09_10-52-52	SRR33319069.fa	Not assigned: Only 3 segments >98.0% match found of total 8 segments in input file	NS:am1.2, PB2:am3.2, PA:am1	am1.2:22-010668-001:NS, am3.2:23-003434-002:PB2, am1:24-032138-001:MP, am17:23-038137-001:PB1, am1:22-008890-001:PA, ea6:23-004612-001:HA, am7:22-039089-005:NP	99.05%, 99.26%, 96.54%, 95.68%, 98.09%, 87.06%, 95.72%	8, 10, 34, 40, 15, 32, 64	Ran on FASTA - No Coverage Report
SRR33319070	2025-05-09_10-52-52	SRR33319070.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file	NS:am1.2, PB1:am17, PA:am1, PB2:am3.2	ea6:23-004612-001:HA, am7:22-039089-005:NP, am1.2:22-010668-001:NS, am1:24-032138-001:MP, am17:23-038137-001:PB1, am1:22-008890-001:PA, am3.2:23-003434-002:PB2	81.14%, 95.72%, 99.05%, 96.13%, 98.42%, 98.08%, 99.08%	66, 64, 8, 38, 33, 15, 21	Ran on FASTA - No Coverage Report
SRR33319071	2025-05-09_10-52-52	SRR33319071.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file	PA:am1, NS:am1.2, PB1:am17, PB2:am3.2	am1:22-008890-001:PA, am1.2:22-010668-001:NS, am17:23-038137-001:PB1, am3.2:23-003434-002:PB2, am1:24-032138-001:MP, ea5:23-001397-012:HA, am7:22-039089-005:NP	98.31%, 99.05%, 98.59%, 99.08%, 97.96%, 83.60%, 95.72%	21, 8, 32, 21, 20, 111, 64	Ran on FASTA - No Coverage Report
SRR33319072	2025-05-09_10-50-38	SRR33319072.fa	D1.1	HA:ea3, PA:am4, NP:am13, NA:am4N1, PB1:ea3, PB2:am24, MP:ea3, NS:ea3	ea3:22-013001-001:HA, am4:24-030039-001:PA, am13:24-030039-001:NP, am4N1:24-030039-001:NA, ea3:22-013001-001:PB1, am24:24-030039-001:PB2, ea3:22-013001-001:MP, ea3:22-013001-001:NS	99.06%, 99.67%, 99.80%, 99.14%, 99.30%, 99.56%, 100.00%, 99.17%	16, 7, 3, 9, 16, 10, 0, 7	Ran on FASTA - No Coverage Report
SRR33319073	2025-05-09_10-50-37	SRR33319073.fa	D1.1	MP:ea3, HA:ea3, NP:am13, PB1:ea3, NA:am4N1, PA:am4, PB2:am24, NS:ea3	ea3:22-013001-001:MP, ea3:22-013001-001:HA, am13:24-030039-001:NP, ea3:22-013001-001:PB1, am4N1:24-030039-001:NA, am4:24-030039-001:PA, am24:24-030039-001:PB2, ea3:22-013001-001:NS	99.80%, 99.35%, 99.60%, 99.25%, 99.04%, 99.72%, 99.69%, 99.05%	2, 11, 6, 17, 11, 6, 7, 8	Ran on FASTA - No Coverage Report
SRR33319074	2025-05-09_10-46-16	SRR33319074.fa	A3	NP:ea3, MP:ea3, PB2:ea3, NA:ea3, PA:ea3, NS:ea3, PB1:ea3, HA:ea3	ea3:22-013001-001:NP, ea3:22-013001-001:MP, ea3:22-013001-001:PB2, ea3:22-013001-001:NA, ea3:22-013001-001:PA, ea3:22-013001-001:NS, ea3:22-013001-001:PB1, ea3:22-013001-001:HA	99.60%, 99.90%, 99.87%, 99.08%, 99.49%, 99.76%, 99.60%, 99.53%	6, 1, 1, 13, 11, 2, 9, 8	Ran on FASTA - No Coverage Report
SRR33319075	2025-05-09_10-48-22	SRR33319075.fa	A3	PB1:ea3, PA:ea3, PB2:ea3, NA:ea3, HA:ea3, NS:ea3, MP:ea3, NP:ea3	ea3:22-013001-001:PB1, ea3:22-013001-001:PA, ea3:22-013001-001:PB2, ea3:22-013001-001:NA, ea3:22-013001-001:HA, ea3:22-013001-001:NS, ea3:22-013001-001:MP, ea3:22-013001-001:NP	99.65%, 99.44%, 99.87%, 99.08%, 99.53%, 99.64%, 99.90%, 99.60%	8, 12, 1, 13, 8, 3, 1, 6	Ran on FASTA - No Coverage Report
SRR33319085	2025-05-09_10-49-19	SRR33319085.fa	D1.1	NS:ea3, MP:ea3, NA:am4N1, NP:am13, PB1:ea3, PB2:am24, PA:am4, HA:ea3	ea3:22-013001-001:NS, ea3:22-013001-001:MP, am4N1:24-030039-001:NA, am13:24-030039-001:NP, ea3:22-013001-001:PB1, am24:24-030039-001:PB2, am4:24-030039-001:PA, ea3:22-013001-001:HA	99.05%, 100.00%, 99.04%, 99.53%, 99.25%, 99.65%, 99.49%, 99.53%	8, 0, 10, 7, 17, 8, 11, 8	Ran on FASTA - No Coverage Report
SRR33369775	2025-05-09_10-52-52	SRR33369775.fa	D1.1	MP:ea3, NA:am4N1, HA:ea3, PA:am4, PB1:ea3, PB2:am24, NS:ea3, NP:am13	ea3:22-013001-001:MP, am4N1:24-030039-001:NA, ea3:22-013001-001:HA, am4:24-030039-001:PA, ea3:22-013001-001:PB1, am24:24-030039-001:PB2, ea3:22-013001-001:NS, am13:24-030039-001:NP	99.90%, 99.04%, 99.30%, 99.58%, 99.34%, 99.78%, 98.81%, 99.73%	1, 10, 12, 9, 15, 5, 10, 4	Ran on FASTA - No Coverage Report
SRR33369776	2025-05-09_10-52-52	SRR33369776.fa	D1.1	NA:am4N1, HA:ea3, NP:am13, NS:ea3, PB2:am24, MP:ea3, PA:am4, PB1:ea3	am4N1:24-030039-001:NA, ea3:22-013001-001:HA, am13:24-030039-001:NP, ea3:22-013001-001:NS, am24:24-030039-001:PB2, ea3:22-013001-001:MP, am4:24-030039-001:PA, ea3:22-013001-001:PB1	99.24%, 99.41%, 99.60%, 98.93%, 99.65%, 99.80%, 99.44%, 99.25%	8, 10, 6, 9, 8, 2, 12, 17	Ran on FASTA - No Coverage Report
SRR33369777	2025-05-09_10-49-17	SRR33369777.fa	D1.1	PB1:ea3, PA:am4, MP:ea3, NS:ea3, NA:am4N1, HA:ea3, PB2:am24, NP:am13	ea3:22-013001-001:PB1, am4:24-030039-001:PA, ea3:22-013001-001:MP, ea3:22-013001-001:NS, am4N1:24-030039-001:NA, ea3:22-013001-001:HA, am24:24-030039-001:PB2, am13:24-030039-001:NP	99.30%, 98.98%, 99.59%, 99.05%, 99.03%, 99.30%, 99.56%, 99.73%	16, 22, 4, 8, 11, 12, 10, 4	Ran on FASTA - No Coverage Report
SRR33369778	2025-05-09_10-52-52	SRR33369778.fa	B3.13	PB2:am2.2, PA:ea1, MP:ea1, NP:am8, NS:am1.1, HA:ea1, PB1:am4, NA:ea1	am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, ea1:22-003707-003:MP, am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:HA, am4:23-001855-001:PB1, ea1:22-003707-003:NA	98.55%, 99.12%, 98.98%, 99.06%, 99.05%, 98.53%, 99.47%, 98.79%	33, 19, 10, 14, 8, 25, 12, 17	Ran on FASTA - No Coverage Report
SRR33369779	2025-05-09_10-52-52	SRR33369779.fa	B3.13	PA:ea1, HA:ea1, PB2:am2.2, MP:ea1, NP:am8, NS:am1.1, NA:ea1, PB1:am4	ea1:22-003707-003:PA, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am4:23-001855-001:PB1	98.79%, 98.42%, 98.64%, 98.98%, 99.00%, 99.17%, 98.94%, 99.43%	26, 27, 31, 10, 15, 7, 15, 13	Ran on FASTA - No Coverage Report
SRR33369780	2025-05-09_10-52-52	SRR33369780.fa	B3.13	PA:ea1, HA:ea1, PB2:am2.2, MP:ea1, NS:am1.1, PB1:am4, NP:am8, NA:ea1	ea1:22-003707-003:PA, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:NA	98.93%, 98.36%, 98.73%, 98.98%, 99.17%, 99.47%, 99.00%, 98.94%	23, 28, 29, 10, 7, 12, 15, 15	Ran on FASTA - No Coverage Report
SRR33369781	2025-05-09_10-52-05	SRR33369781.fa	B3.13	PA:ea1, NS:am1.1, NP:am8, PB1:am4, HA:ea1, PB2:am2.2, NA:ea1, MP:ea1	ea1:22-003707-003:PA, am1.1:22-010085-001:NS, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, ea1:22-003707-003:MP	98.88%, 99.17%, 99.00%, 99.47%, 98.30%, 98.68%, 98.79%, 98.98%	24, 7, 15, 12, 29, 30, 17, 10	Ran on FASTA - No Coverage Report
SRR33369782	2025-05-09_10-49-31	SRR33369782.fa	B3.13	MP:ea1, NA:ea1, PA:ea1, HA:ea1, PB1:am4, NP:am8, NS:am1.1, PB2:am2.2	ea1:22-003707-003:MP, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am4:23-001855-001:PB1, am8:23-032005-001:NP, am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2	98.98%, 98.65%, 98.88%, 98.24%, 99.12%, 98.93%, 98.93%, 98.55%	10, 19, 24, 30, 20, 16, 9, 33	Ran on FASTA - No Coverage Report
SRR33369783	2025-05-09_10-52-52	SRR33369783.fa	B3.13	PB2:am2.2, NS:am1.1, PB1:am4, PA:ea1, NP:am8, NA:ea1, HA:ea1, MP:ea1	am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, ea1:22-003707-003:PA, am8:23-032005-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:HA, ea1:22-003707-003:MP	98.42%, 98.81%, 99.56%, 98.88%, 98.93%, 98.65%, 98.24%, 98.98%	36, 10, 10, 24, 16, 19, 30, 10	Ran on FASTA - No Coverage Report
SRR33369784	2025-05-09_10-52-52	SRR33369784.fa	B3.13	NP:am8, PB1:am4, PA:ea1, MP:ea1, HA:ea1, PB2:am2.2, NA:ea1, NS:am1.1	am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:PA, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am1.1:22-010085-001:NS	98.93%, 99.52%, 98.88%, 99.08%, 98.30%, 98.47%, 98.51%, 98.69%	16, 11, 24, 9, 29, 35, 21, 11	Ran on FASTA - No Coverage Report
SRR33369785	2025-05-09_10-52-52	SRR33369785.fa	B3.13	HA:ea1, NS:am1.1, NA:ea1, PB1:am4, NP:am8, PB2:am2.2, PA:ea1, MP:ea1	ea1:22-003707-003:HA, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am4:23-001855-001:PB1, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, ea1:22-003707-003:MP	98.24%, 98.69%, 98.58%, 99.52%, 98.93%, 98.47%, 98.88%, 99.08%	30, 11, 20, 11, 16, 35, 24, 9	Ran on FASTA - No Coverage Report
SRR33369786	2025-05-09_10-49-30	SRR33369786.fa	B3.13	PB1:am4, NS:am1.1, PB2:am2.2, HA:ea1, PA:ea1, NA:ea1, NP:am8, MP:ea1	am4:23-001855-001:PB1, am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, ea1:22-003707-003:PA, ea1:22-003707-003:NA, am8:23-032005-001:NP, ea1:22-003707-003:MP	99.12%, 98.93%, 98.38%, 98.24%, 98.88%, 98.72%, 98.93%, 98.98%	20, 9, 37, 30, 24, 18, 16, 10	Ran on FASTA - No Coverage Report
SRR33369787	2025-05-09_10-52-52	SRR33369787.fa	B3.13	HA:ea1, PB1:am4, NP:am8, MP:ea1, NS:am1.1, PA:ea1, PB2:am2.2, NA:ea1	ea1:22-003707-003:HA, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA	98.53%, 99.47%, 98.93%, 98.98%, 99.05%, 99.07%, 98.64%, 98.86%	25, 12, 16, 10, 8, 20, 31, 16	Ran on FASTA - No Coverage Report
SRR33369788	2025-05-09_10-52-52	SRR33369788.fa	B3.13	MP:ea1, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am8, PB2:am2.2, PB1:am4	ea1:22-003707-003:MP, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1	98.98%, 98.93%, 98.65%, 98.88%, 98.24%, 98.93%, 98.55%, 99.56%	10, 9, 19, 24, 30, 16, 33, 10	Ran on FASTA - No Coverage Report
SRR33369789	2025-05-09_10-49-30	SRR33369789.fa	B3.13	NP:am8, HA:ea1, PB2:am2.2, MP:ea1, NS:am1.1, NA:ea1, PA:ea1, PB1:am4	am8:23-032005-001:NP, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, am4:23-001855-001:PB1	98.93%, 98.18%, 98.51%, 98.98%, 98.81%, 98.65%, 98.84%, 99.52%	16, 31, 34, 10, 10, 19, 25, 11	Ran on FASTA - No Coverage Report
SRR33369790	2025-05-09_10-52-52	SRR33369790.fa	B3.13	HA:ea1, NA:ea1, PB1:am4, NP:am8, NS:am1.1, MP:ea1, PB2:am2.2, PA:ea1	ea1:22-003707-003:HA, ea1:22-003707-003:NA, am4:23-001855-001:PB1, am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, ea1:22-003707-003:PA	98.30%, 98.65%, 98.86%, 98.93%, 99.17%, 98.88%, 98.51%, 98.79%	29, 19, 26, 16, 7, 11, 34, 26	Ran on FASTA - No Coverage Report
SRR33369791	2025-05-09_10-50-29	SRR33369791.fa	B3.13	NP:am8, PA:ea1, PB1:am4, NS:am1.1, NA:ea1, PB2:am2.2, HA:ea1, MP:ea1	am8:23-032005-001:NP, ea1:22-003707-003:PA, am4:23-001855-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, ea1:22-003707-003:MP	98.93%, 98.79%, 99.30%, 99.17%, 98.65%, 98.47%, 98.35%, 98.88%	16, 26, 16, 7, 19, 35, 28, 11	Ran on FASTA - No Coverage Report
SRR33369792	2025-05-09_10-47-41	SRR33369792.fa	B3.13	NA:ea1, NS:am1.1, MP:ea1, PB1:am4, NP:am8, HA:ea1, PB2:am2.2, PA:ea1	ea1:22-003707-003:NA, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:PA	98.58%, 99.17%, 98.88%, 98.86%, 98.86%, 98.36%, 98.51%, 98.70%	20, 7, 11, 26, 17, 28, 34, 28	Ran on FASTA - No Coverage Report
SRR33369793	2025-05-09_10-52-52	SRR33369793.fa	B3.13	NS:am1.1, HA:ea1, NP:am8, PB2:am2.2, MP:ea1, NA:ea1, PA:ea1, PB1:am4	am1.1:22-010085-001:NS, ea1:22-003707-003:HA, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, ea1:22-003707-003:NA, ea1:22-003707-003:PA, am4:23-001855-001:PB1	99.17%, 98.35%, 98.93%, 98.55%, 98.88%, 98.72%, 98.88%, 99.30%	7, 28, 16, 33, 11, 18, 24, 16	Ran on FASTA - No Coverage Report
SRR33369794	2025-05-09_10-52-52	SRR33369794.fa	B3.13	NP:am8, HA:ea1, NS:am1.1, PA:ea1, MP:ea1, PB2:am2.2, PB1:am4, NA:ea1	am8:23-032005-001:NP, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, ea1:22-003707-003:PA, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, ea1:22-003707-003:NA	98.93%, 98.06%, 98.69%, 98.84%, 98.88%, 98.42%, 99.25%, 98.51%	16, 33, 11, 25, 11, 36, 17, 21	Ran on FASTA - No Coverage Report
SRR33369795	2025-05-09_10-52-52	SRR33369795.fa	B3.13	PB1:am4, NA:ea1, NP:am8, HA:ea1, PB2:am2.2, MP:ea1, PA:ea1, NS:am1.1	am4:23-001855-001:PB1, ea1:22-003707-003:NA, am8:23-032005-001:NP, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, ea1:22-003707-003:PA, am1.1:22-010085-001:NS	99.25%, 98.51%, 98.86%, 98.06%, 98.42%, 98.88%, 98.84%, 98.69%	17, 21, 17, 33, 36, 11, 25, 11	Ran on FASTA - No Coverage Report
SRR33369796	2025-05-09_10-52-52	SRR33369796.fa	B3.13	HA:ea1, NS:am1.1, PA:ea1, MP:ea1, NA:ea1, NP:am8, PB1:am4, PB2:am2.2	ea1:22-003707-003:HA, am1.1:22-010085-001:NS, ea1:22-003707-003:PA, ea1:22-003707-003:MP, ea1:22-003707-003:NA, am8:23-032005-001:NP, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2	98.24%, 98.57%, 98.88%, 98.98%, 98.72%, 98.86%, 99.30%, 98.55%	30, 12, 24, 10, 18, 17, 16, 33	Ran on FASTA - No Coverage Report
